price,floor,floors_count,rooms_count,total_m2,price_per_m2,year_of_construction,living_m2,kitchen_m2,district,underground,city
11800000,4,5,1,31.8,371069,1958,16.0,6.0,фили-давыдково,давыдково,москва
7076286,1,17,1,35.5,199332,2024,21.0,6.0,южное бутово,щербинка,москва
22000000,3,9,1,31.7,694006,1964,21.0,5.0,пресненский,баррикадная,москва
7271207,9,9,1,36.07,201585,2025,11.0,16.0,unspecified,филатов луг,москва
11500000,15,15,1,43.0,267441,2022,21.0,10.0,ново-переделкино,рассказовка,москва
7355952,2,14,1,34.5,213216,2024,10.0,17.0,unspecified,филатов луг,москва
16400000,14,30,1,41.0,400000,2022,45.85868263473054,18.0,зябликово,красногвардейская,москва
7448186,15,17,1,32.3,230593,2024,9.0,14.0,unspecified,щербинка,москва
9500000,2,4,1,20.3,467980,2017,45.85868263473054,14.677022274325909,даниловский,зил,москва
7492500,9,9,1,40.5,185000,2025,21.0,14.677022274325909,unspecified,ольховая,москва
15500000,2,23,1,47.7,324947,2004,17.0,11.0,очаково-матвеевское,минская,москва
7573704,5,9,1,36.3,208641,2024,10.0,18.0,южное бутово,щербинка,москва
13000000,7,25,1,52.5,247619,2010,22.0,14.0,unspecified,филатов луг,москва
7678809,17,25,1,31.8,241471,2024,12.0,10.0,крюково,пятницкое шоссе,москва
14250000,4,16,1,37.2,383064,2019,15.0,7.0,люблино,люблино,москва
7813332,1,19,1,36.1,216435,2026,13.0,14.677022274325909,unspecified,филатов луг,москва
9300000,6,14,1,29.3,317406,2012,45.85868263473054,14.677022274325909,сокол,сокол,москва
7898680,13,17,1,36.1,218800,2024,10.0,18.0,южное бутово,бутово,москва
6280000,7,22,1,17.6,356818,1980,14.0,3.0,тропарево-никулино,тропарёво,москва
7856341,16,17,1,36.03,218049,2024,17.0,11.0,unspecified,щербинка,москва
10399000,12,17,1,36.0,288861,2018,17.0,9.0,unspecified,прокшино,москва
7903296,15,17,1,34.23,230887,2024,10.0,16.0,unspecified,щербинка,москва
14000000,34,38,1,37.0,378378,2012,14.0,16.0,бутырский,дмитровская,москва
8133300,8,14,1,31.5,258200,2024,14.0,14.677022274325909,unspecified,ольховая,москва
11500000,1,9,1,36.1,318559,1963,14.0,15.0,восточное измайлово,первомайская,москва
8064000,3,7,1,31.5,256000,2025,45.85868263473054,14.677022274325909,unspecified,прокшино,москва
6050000,7,22,1,16.6,364457,1980,12.0,4.0,тропарево-никулино,юго-западная,москва
8267180,4,15,3,202.0,40926,2025,11.0,11.0,unspecified,солнцево,москва
14700000,22,28,1,35.6,412921,2021,14.0,13.0,войковский,водный стадион,москва
8328794,12,25,1,31.7,262737,2024,9.0,15.0,крюково,пятницкое шоссе,москва
25000000,18,25,1,47.0,531914,2012,17.0,12.0,даниловский,автозаводская,москва
8427510,2,14,3,202.0,41720,2023,13.0,10.0,молжаниновский,беломорская,москва
15999986,3,8,1,49.9,320641,2009,39.0,5.0,преображенское,преображенская площадь,москва
8647240,14,62,1,34.7,249199,2027,10.0,16.0,северное медведково,медведково,москва
16500000,34,41,1,42.0,392857,2022,45.85868263473054,17.0,раменки,unspecified,москва
8666022,7,33,1,32.8,264207,2025,9.0,16.0,алтуфьевский,отрадное,москва
27890000,15,25,1,42.0,664047,2019,13.0,15.0,пресненский,шелепиха,москва
8797000,15,15,1,37.8,232724,2022,18.0,14.677022274325909,unspecified,ольховая,москва
6696000,7,22,1,20.6,325048,1980,16.0,3.0,тропарево-никулино,тропарёво,москва
8857250,7,14,1,35.5,249500,2024,18.0,14.677022274325909,unspecified,ольховая,москва
95000000,2,7,1,98.0,969387,2012,45.85868263473054,14.677022274325909,арбат,арбатская,москва
8821450,15,15,1,37.2,237135,2022,17.0,14.677022274325909,unspecified,ольховая,москва
15376000,1,8,1,49.6,310000,2012,41.0,3.0,преображенское,преображенская площадь,москва
8847708,8,16,1,36.1,245088,2024,14.0,11.0,unspecified,бунинская аллея,москва
15720000,3,3,1,52.4,300000,2012,44.0,3.0,преображенское,преображенская площадь,москва
8918401,7,17,1,32.7,272733,2025,9.0,14.0,люблино,перерва,москва
43000000,26,67,1,72.0,597222,2012,40.0,6.0,пресненский,деловой центр,москва
8972145,17,17,1,32.5,276066,2025,12.0,10.0,unspecified,бунинская аллея,москва
16800000,2,15,1,26.84,625931,2023,45.85868263473054,14.677022274325909,раменки,минская,москва
9087863,30,33,1,32.3,281357,2024,9.0,16.0,метрогородок,бульвар рокоссовского,москва
55000000,2,3,1,52.3,1051625,2021,45.85868263473054,14.677022274325909,басманный,китай-город,москва
9060542,15,25,1,32.2,281383,2025,9.0,16.0,люблино,люблино,москва
38400000,13,14,1,54.1,709796,2012,22.0,12.0,замоскворечье,серпуховская,москва
9097140,25,33,1,32.7,278200,2025,9.0,14.0,алтуфьевский,бескудниково,москва
13000000,18,18,1,41.4,314009,2008,18.0,9.0,коптево,лихоборы,москва
9185700,2,15,1,40.6,226248,2022,19.0,14.677022274325909,unspecified,ольховая,москва
40500000,8,12,1,45.0,900000,2010,30.0,10.0,пресненский,улица 1905 года,москва
9133247,12,32,1,35.9,254407,2025,11.0,17.0,митино,пятницкое шоссе,москва
19500000,4,11,1,43.0,453488,2022,13.0,18.0,басманный,курская,москва
9134970,6,14,1,39.7,230099,2024,17.0,14.677022274325909,unspecified,ольховая,москва
21000000,13,41,1,36.2,580110,2023,24.0,4.0,раменки,спортивная,москва
9105300,2,15,1,40.6,224268,2022,19.0,14.677022274325909,unspecified,ольховая,москва
9200000,2,22,1,38.5,238961,1988,19.0,10.0,москворечье-сабурово,москворечье,москва
9243050,2,14,1,40.5,228223,2022,18.0,14.677022274325909,unspecified,ольховая,москва
8800000,8,12,1,34.9,252148,1969,19.0,9.0,новогиреево,перово,москва
9233393,32,33,1,34.1,270773,2025,11.0,11.0,люблино,перерва,москва
17190000,3,8,1,37.8,454761,1959,19.0,8.0,красносельский,красные ворота,москва
9301000,8,36,1,35.5,262000,2026,13.0,12.0,ярославский,ростокино,москва
10750000,3,14,1,41.0,262195,1998,21.0,10.0,дмитровский,яхромская,москва
9303120,9,14,1,43.8,212400,2025,24.0,14.677022274325909,unspecified,ольховая,москва
24500000,2,14,1,44.23,553922,2023,15.0,20.0,раменки,минская,москва
9337228,7,9,1,36.6,255115,2025,14.0,10.0,unspecified,бунинская аллея,москва
6961900,10,13,1,17.8,391117,2021,45.85868263473054,14.677022274325909,даниловский,зил,москва
9415030,20,53,1,35.9,262257,2027,11.0,16.0,северное медведково,медведково,москва
34000000,40,41,1,47.1,721868,2023,20.0,13.0,раменки,кутузовская,москва
9357040,19,19,1,34.1,274400,2025,10.0,15.0,митино,пятницкое шоссе,москва
9100000,3,5,1,19.6,464285,1966,11.0,3.0,царицыно,кантемировская,москва
9389101,6,30,1,33.3,281954,2025,12.0,9.0,южное бутово,бунинская аллея,москва
12900000,5,11,1,31.82,405405,2023,16.0,6.0,савеловский,савёловская,москва
9517340,12,14,1,43.3,219800,2024,18.0,14.677022274325909,unspecified,ольховая,москва
12990000,17,22,1,33.8,384319,2021,15.0,7.0,ярославский,вднх,москва
9458816,21,25,1,35.8,264212,2025,11.0,16.0,люблино,люблино,москва
10000000,3,9,1,39.3,254452,1996,20.0,11.0,южное бутово,бульвар адмирала ушакова,москва
9515580,9,33,1,32.3,294600,2025,9.0,16.0,царицыно,кантемировская,москва
10450000,8,17,1,40.2,259950,2012,26.0,7.0,южное медведково,unspecified,москва
9618240,17,33,1,34.4,279600,2025,10.0,17.0,алтуфьевский,бескудниково,москва
13800000,17,30,1,37.9,364116,2021,10.0,19.0,южнопортовый,волгоградский проспект,москва
